transaction_id,booking_jurisdiction,regulator,booking_datetime,value_date,amount,currency,channel,product_type,originator_name,originator_account,originator_country,beneficiary_name,beneficiary_account,beneficiary_country,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_id,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,narrative,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,suspicion_determined_datetime,str_filed_datetime,is_suspicious,risk_category,suspicious_detection_count,high_risk_detected,reasons,resolved
2ac3b9ed-f6db-46e0-b297-797538614cd8,HK,HKMA/SFC,2025-10-03T05:01:45,3/10/2025,39909.63,EUR,SEPA,wire_transfer,Charles Costa,GB96IKCM16925468349219,US,Cindy Hill,GB12VDCV65167417396646,US,MT103,QEYSLLUD,JPPLZGER,False,True,Growth place sign.,BEN,True,False,,,0.0,0.0,0,,CUST-305509,individual,Medium,False,23/5/2025,19/11/2025,False,True,True,SVC,Need recently firm organization anyone prove Mrs.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is Medium; Sanctions screening shows potential match,False
62415547-b25f-446e-ae55-4a98ee322f86,SG,MAS,2024-08-29T20:02:58,29/8/2024,1845073.25,CNY,FAST (SG),fund_subscription,Renee Reid,GB39NNZY43052178625534,FR,Julie Martinez,GB35QYLE16658434586202,CN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-288614,domiciliary_company,Low,False,3/12/2023,31/5/2024,False,True,True,INV,Positive avoid effect lot among race open learn Democrat.,False,True,Low,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer type is domiciliary company; Sanctions screening shows potential match,False
f49947f8-36a6-4067-aadf-dc3de2ff58c1,CH,FINMA,2024-12-30T12:57:03,30/12/2024,20000.0,CHF,FPS (HK),cash_deposit,Devin Potts,GB60EVRQ25476270492166,CN,Andrew Winters,GB96NJDZ59316067006938,AE,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-983241,domiciliary_company,Medium,True,6/6/2024,3/12/2024,True,True,True,EDU,Drug like late remain stuff skin remember face.,False,False,High,True,match,False,True,False,0.0,1,none,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Cash ID not verified; Customer type is domiciliary company; Customer risk rating is Medium,False
0baf60d7-5046-4078-b77a-a50dd7900e42,HK,HKMA/SFC,2025-08-30T23:22:27,30/8/2025,17178.78,CNY,Cash,cash_withdrawal,Terry Sanchez,GB52LWYI97351257555363,CH,Michael Johnson,GB79WLVK99458141521062,JP,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-358665,domiciliary_company,Medium,False,6/1/2021,5/7/2021,False,True,True,FAM,Generation heart shoulder who leave century.,False,False,High,True,match,False,True,True,0.0,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is Medium,False
c7663151-17e1-430e-899d-723bed902394,SG,MAS,2024-07-12T22:20:47,12/7/2024,489328.59,GBP,SEPA,securities_trade,Jane Coffey,GB81GAME46028024260559,FR,Curtis Faulkner,GB93VJRM68732400467159,HK,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-831897,domiciliary_company,Low,False,20/6/2024,20/6/2025,False,True,True,SVC,Wait box expert speech increase almost light skin miss.,False,False,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer type is domiciliary company; Sanctions screening shows potential match,False
213ae505-d19d-4fb1-aeeb-059cc7c0d174,CH,FINMA,2024-05-09T12:41:35,9/5/2024,3543.81,JPY,Cash,cash_withdrawal,Aaron Solis,GB56XYFO51228571049380,IR,Dominic Garcia,GB15OUPH46504115131563,CH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-328618,domiciliary_company,High,False,9/12/2021,7/6/2022,True,True,True,GDS,Rule bank mouth positive prepare senior.,False,False,Low,True,match,False,True,True,0.0,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is High,False
ace9436c-32bf-44d8-9972-1b4b20b255bd,SG,MAS,2025-07-16T21:26:56,16/7/2025,1652734.49,USD,SEPA,fx_conversion,Clinton Sanders,GB96TFIH44632619229758,HK,Nicholas Martin,GB12TFCV32261679759892,GB,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-923532,domiciliary_company,Medium,True,28/3/2022,24/9/2022,True,True,True,EDU,Buy interview theory treat good research relate different everything.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Customer type is domiciliary company; Customer risk rating is Medium,False
33d14f34-3803-441e-85f6-5140f532de2b,HK,HKMA/SFC,2024-08-24T15:41:31,24/8/2024,412043.37,GBP,RTGS,securities_trade,Jenny Nichols,GB67ACPU78318256234553,AU,Nicholas Davis,GB56CAWB07141176477168,SG,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-218984,domiciliary_company,Medium,False,13/7/2023,12/7/2024,False,True,True,SVC,Support teach skill manage which party pick list.,True,False,High,True,match,False,True,True,0.0,1,none,,,1,LOW RISK,2,0,Customer type is domiciliary company; Customer risk rating is Medium,False
143ccbcc-2804-4d5d-acc1-bddd217526f6,SG,MAS,2024-07-17T13:15:17,17/7/2024,80415.55,CNY,SEPA,wire_transfer,Laura Sanders,GB96LSIM58098196507281,JP,Wendy Navarro,GB86SJCY61013534958359,DE,MT202COV,CPDKKXUX,GRUBWMKK,True,True,Training ever improve citizen.,BEN,False,False,,,0.0,0.0,0,,CUST-433775,domiciliary_company,Low,True,13/11/2020,13/11/2022,True,True,True,TAX,You military federal several.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Customer type is domiciliary company; Sanctions screening shows potential match,False
f90793b2-a04b-4371-9e38-91c6fcfb33af,SG,MAS,2025-02-20T08:52:37,20/2/2025,2429318.34,EUR,FAST (SG),fx_conversion,Jay Rivera,GB49LEPS04402569145012,ID,Allison Hernandez,GB98DMCZ90410876369517,TH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-981970,individual,Medium,True,22/5/2022,21/5/2024,True,True,False,MED,Center piece may month partner fast use those down bag.,False,False,High,True,match,False,True,True,0.0,1,potential,2025-02-20T11:52:37,2025-02-20T17:52:37,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Source of Wealth (SOW) not documented; Customer risk rating is Medium; Sanctions screening shows potential match,False
aa000d69-fe17-4c4b-9bd7-44976f9e3121,SG,MAS,2025-08-03T05:29:08,3/8/2025,9597.24,CNY,Cash,cash_deposit,Alan Henry,GB03SZEX24470690183373,DE,Patrick Davis,GB24ASJK16616242426128,CN,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-336182,domiciliary_company,Low,True,21/12/2020,21/12/2022,True,True,True,FAM,Prove out whose stock data mother whom former produce.,False,False,High,True,match,False,True,True,9597.24,1,potential,,,1,HIGH PRIORITY RISK,2,1,Customer is a Politically Exposed Person (PEP); Customer type is domiciliary company; Sanctions screening shows potential match,False
15791362-16d3-41da-97cb-bff300fd6cd3,HK,HKMA/SFC,2024-01-15T00:33:46,15/1/2024,369032.34,JPY,RTGS,securities_trade,Julia Cardenas,GB54RPIY44936315299103,ID,Morgan Allison,GB40FIOR47803935665427,AU,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-313058,individual,High,False,29/7/2022,29/7/2023,True,True,True,INV,Support itself away method until rise these.,False,True,High,True,match,False,True,True,0.0,1,potential,,,1,LOW RISK,2,0,Customer risk rating is High; Sanctions screening shows potential match,False
9019a273-3080-447e-b15f-15fea713665d,CH,FINMA,2025-03-30T04:04:35,30/3/2025,132914.99,JPY,FPS (HK),wire_transfer,Mary Thornton,GB81MOQS95371559059578,AE,Cameron Walker,GB35IEIS76315940216835,AU,MT103,ONQVJFCT,LNURBBAN,True,True,Perform center age speech form truth.,BEN,True,True,HKD,CHF,1.40639,1.404985,10,Delgado-Perez,CUST-645630,domiciliary_company,Medium,False,16/10/2022,15/10/2024,False,True,True,MED,Pressure picture get adult American cold rich trade dinner art.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,1,MEDIUM RISK,3,0,Customer type is domiciliary company; Customer risk rating is Medium; Sanctions screening shows potential match,False
eacdb3ae-0545-43e8-a7c6-b0bd55e43241,HK,HKMA/SFC,2024-03-25T15:47:33,25/3/2024,2162997.86,SGD,SEPA,fx_conversion,Keith Yates,GB42XLQM10986521319132,CH,Kristin Smith,GB82CFOW55601696089993,ID,,,,True,True,,,True,True,JPY,SGD,0.670586,0.669916,10,"Stanley, Murray and Smith",CUST-708732,individual,High,False,17/6/2022,14/12/2022,True,False,True,MED,Example leader born rather use.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,1,HIGH PRIORITY RISK,2,1,EDD required but not performed; Customer risk rating is High; Sanctions screening shows potential match,False
bb17a06f-c5ec-4bd9-b38c-3553311e855b,CH,FINMA,2024-09-14T10:25:45,14/9/2024,20000.0,CHF,FAST (SG),cash_deposit,Stacey Payne,GB94GPGU52448421260860,US,Jason Watson,GB33SYAU57291401195277,GB,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-601483,domiciliary_company,Low,True,15/12/2023,14/12/2025,True,True,True,LEA,Lose process close entire six condition.,False,True,Balanced,True,match,False,True,False,0.0,1,none,,,1,HIGH PRIORITY RISK,1,1,Customer is a Politically Exposed Person (PEP); Cash ID not verified; Customer type is domiciliary company,False
